N,P,K,temperature,humidity,ph,rainfall,label
27.0,84.8,29.7,15.11,75.59,6.55,51.98,Pea
30.6,81.5,30.3,20.57,68.65,7.39,34.84,Lentil
49.7,28.1,26.8,28.99,49.66,6.24,44.83,Millet
90.1,55.0,83.1,26.06,68.11,6.57,99.28,Chili
29.9,18.0,31.1,21.51,58.09,6.03,156.48,Apple
92.0,61.9,74.4,23.33,69.89,6.08,88.51,Maize
123.3,96.1,128.8,18.91,84.58,6.23,85.37,Cauliflower
104.4,67.9,92.3,23.76,73.88,6.28,75.36,Maize
57.3,24.2,32.1,31.29,54.65,6.01,49.53,Millet
63.7,29.5,28.3,30.57,50.43,6.12,53.93,Millet
117.2,92.0,122.4,18.15,81.46,5.83,68.23,Cauliflower
31.7,17.2,28.7,32.97,58.65,6.23,109.76,Mango
34.4,69.9,33.7,21.1,64.05,6.52,28.83,Lentil
123.6,76.8,120.2,17.24,82.67,5.84,79.3,Cauliflower
60.6,70.7,70.2,15.45,69.79,6.74,39.33,Garlic
127.9,78.5,119.7,18.43,88.45,6.26,79.7,Cabbage
89.8,55.0,97.8,27.36,84.93,6.63,104.76,Sugarcane
99.7,61.2,75.5,24.26,66.08,6.5,94.85,Maize
66.6,69.1,58.0,18.29,68.24,,48.73,Garlic
30.5,20.2,28.2,21.83,53.79,5.91,133.53,Apple
30.5,18.5,30.3,29.16,55.34,6.56,88.93,Mango
131.5,95.1,400.6,27.88,81.33,6.2,138.54,Banana
25.1,24.5,32.1,21.79,61.96,6.03,159.48,Apple
71.3,54.7,62.6,23.89,69.2,6.34,63.69,Tomato
58.4,53.3,55.5,16.35,62.73,6.99,54.58,Mustard
47.6,27.5,28.2,28.2,50.72,6.23,56.58,Millet
26.5,17.7,31.9,31.22,64.07,6.25,104.97,Mango
57.8,53.0,54.7,12.3,64.36,13.7452763120255,55.74,Mustard
66.0,67.7,62.8,15.78,70.4,6.64,41.04,Garlic
60.0,48.0,45.6,15.53,66.31,7.29,56.09,Barley
86.7,57.6,87.5,31.54,71.92,6.52,95.97,Chili
96.1,63.5,83.5,23.8,76.94,6.83,108.74,Sugarcane
81.0,54.3,72.5,22.12,68.21,6.56,69.51,Maize
35.7,21.9,27.6,31.13,58.49,6.24,82.13,Mango
30.0,81.6,24.0,12.98,75.62,7.03,45.21,Pea
26.8,79.3,27.8,17.43,64.7,6.78,42.78,Lentil
60.3,50.4,54.7,22.6,66.63,6.77,59.2,Mustard
61.7,56.0,62.2,23.24,66.08,6.61,65.93,Tomato
54.4,58.1,53.1,18.7,65.11,6.64,55.95,Mustard
62.4,62.1,60.1,15.47,68.57,6.66,40.49,Garlic
132.9,82.1,121.7,18.39,84.23,6.26,552.3797444269792,Cauliflower
29.1,41.1,28.0,25.0,66.47,6.42,53.28,Soybean
28.0,17.6,30.3,20.76,59.09,6.22,160.51,Apple
58.4,37.2,29.4,27.59,48.32,6.46,43.56,Millet
71.8,64.5,69.1,19.62,91.67,5.03,57.95,Potato
130.7,71.6,119.9,17.01,86.57,6.09,79.52,Cauliflower
66.7,20.2,36.1,31.56,47.51,6.72,38.57,Millet
27.4,18.5,26.1,19.19,62.39,6.04,140.14,Apple
52.1,55.7,60.1,19.24,63.03,6.66,55.38,Mustard
30.3,43.0,31.7,23.91,67.96,6.41,59.51,Soybean
60.6,60.5,69.8,20.64,71.26,6.35,40.61,Onion
60.8,68.5,66.0,15.8,88.57,5.14,60.07,Potato
67.4,45.0,42.1,18.18,62.78,6.98,62.12,Wheat
68.8,69.6,67.1,14.26,69.9,6.45,42.31,Garlic
54.9,55.6,59.4,25.29,66.19,6.24,70.7,Tomato
76.7,55.4,70.2,26.44,70.29,6.7,91.87,Chili
53.4,50.1,57.2,18.74,64.88,6.69,59.74,Mustard
49.6,45.6,53.9,14.05,66.19,6.76,62.79,Mustard
25.1,73.3,31.9,18.42,67.68,7.05,43.06,Lentil
30.8,87.4,21.6,20.82,64.23,6.87,33.76,Lentil
68.2,62.5,55.6,19.25,88.52,5.2,56.09,Potato
93.4,63.7,92.0,20.55,63.82,6.38,85.13,Maize
79.8,65.9,62.1,13.42,67.51,6.78,52.51,Garlic
54.5,38.1,34.1,31.7,51.77,6.08,590.1479727926619,Millet
89.6,73.8,82.4,28.43,83.63,7.57,102.86,Sugarcane
26.9,42.5,29.8,28.15,70.79,6.36,55.74,Soybean
81.1,61.2,105.9,27.35,80.82,6.58,105.56,Sugarcane
66.5,72.1,72.1,19.95,87.85,5.21,55.0,Potato
94.1,61.2,88.7,23.38,68.63,6.45,82.99,Maize
29.5,48.1,34.9,26.72,65.3,6.57,57.84,Soybean
28.9,48.0,27.0,25.24,71.05,6.25,57.03,Soybean
48.6,35.2,29.2,24.63,50.67,6.39,46.49,Millet
47.3,31.4,27.9,32.18,51.62,6.63,51.14,Millet
116.7,94.9,429.6,28.02,77.0,6.29,132.93,Banana
81.2,56.8,78.8,27.57,72.93,6.42,92.21,Chili
108.5,62.2,55.0,31.38,87.79,6.54,226.69,Rice
125.0,73.0,134.6,18.9,84.62,6.26,67.46,Cabbage
32.0,17.1,28.0,18.91,59.02,5.82,141.06,Apple
30.6,81.1,33.9,17.32,64.87,6.56,41.12,Lentil
53.0,29.0,28.8,30.41,51.46,6.56,50.17,Millet
30.0,40.1,32.5,27.8,71.14,6.82,49.91,Soybean
123.4,81.8,132.9,17.58,87.25,6.38,78.98,Cabbage
53.1,26.4,,29.05,52.62,6.42,49.51,Millet
297.1662786014135,92.4,20.8,22.37,65.81,6.78,36.77,Lentil
90.8,71.6,92.8,24.4,86.49,7.03,130.39,Sugarcane
24.9,39.4,33.2,26.45,71.21,6.21,53.81,Soybean
103.2,59.8,65.5,30.98,88.89,6.25,192.2,Rice
25.9,87.2,28.4,17.86,67.71,7.03,38.38,Lentil
24.0,20.5,32.9,26.53,61.5,6.94,115.73,Mango
31.0,17.0,33.1,32.22,63.13,6.83,95.34,Mango
62.4,29.1,25.6,29.09,47.09,6.11,45.05,Millet
29.0,20.4,35.5,27.59,60.68,6.65,104.33,Mango
35.7,74.0,36.4,15.6,77.28,6.83,52.38,Pea
67.4,66.0,68.9,18.25,86.65,5.08,61.52,Potato
67.5,64.0,57.6,13.6,71.32,6.3,46.4,Garlic
93.2,60.4,62.9,29.23,87.94,6.16,204.31,Rice
64.5,58.6,62.0,21.84,70.16,6.65,57.35,Onion
31.8,22.4,34.5,21.88,59.47,5.81,162.24,Apple
77.2,74.8,71.6,16.83,73.35,6.45,40.84,Garlic
48.3,47.9,49.5,14.73,61.91,6.8,59.88,Barley
67.6,61.7,59.9,18.64,86.36,5.06,67.22,Potato
31.0,18.0,29.1,31.19,63.56,6.12,87.24,Mango
106.5,66.6,89.2,21.22,71.58,6.53,81.05,Maize
26.1,48.6,35.1,28.17,79.55,6.35,64.41,Soybean
124.2,71.3,119.0,14.83,84.18,6.25,74.32,Cabbage
135.2,73.4,115.4,17.93,82.76,6.23,78.86,Cabbage
27.4,16.0,31.1,20.89,59.35,6.23,147.32,Apple
125.0,73.2,128.3,17.9,83.05,6.33,86.69,Cabbage
38.2,54.9,30.0,25.64,74.53,6.48,52.81,Soybean
77.4,43.4,74.9,24.75,69.07,6.12,96.91,Chili
105.7,105.2,389.9,27.85,79.48,6.04,129.96,Banana
67.3,55.1,38.2,20.32,57.79,6.86,75.16,Wheat
134.2,95.7,433.3,29.37,78.22,6.05,176.65,Banana
61.4,69.0,68.3,20.48,90.79,5.05,59.38,Potato
33.5,49.8,32.4,28.03,69.72,6.61,53.05,Soybean
28.2,16.9,27.9,28.86,58.37,6.28,117.49,Mango
71.0,59.5,86.9,28.1,72.47,6.67,88.16,Chili
30.9,16.0,36.9,20.53,62.19,6.13,138.14,Apple
122.0,75.2,125.1,17.03,85.17,5.75,73.93,Cauliflower
53.4,57.0,62.1,21.0,65.71,6.79,47.41,Mustard
120.5,83.3,120.7,16.55,84.67,6.23,72.04,Cabbage
66.1,69.3,52.9,21.07,71.95,6.57,49.69,Onion
64.7,70.0,62.7,19.57,69.75,6.51,48.04,Onion
56.0,54.6,68.4,20.92,72.01,6.32,53.73,Onion
65.3,40.9,63.7,25.75,71.18,6.52,57.42,Tomato
30.7,22.3,26.3,21.26,64.39,6.1,140.77,Apple
69.8,39.9,47.4,19.55,62.82,6.22,74.17,Wheat
130.5,101.9,336.6,28.06,80.53,5.95,139.19,Banana
33.2,70.6,33.2,19.41,62.95,6.89,41.37,Lentil
66.7,47.9,49.8,19.45,57.96,6.48,68.12,Wheat
61.5,27.4,21.6,31.8,45.84,6.34,53.51,Millet
68.0,55.3,39.3,20.79,56.91,6.89,67.34,Wheat
26.8,,32.4,27.2,55.11,6.5,114.93,Mango
35.0,43.6,23.4,25.48,65.19,6.57,56.37,Soybean
31.9,85.9,33.4,13.79,74.31,6.59,44.49,Pea
30.0,12.6,32.4,28.48,52.81,13.764550464244136,95.25,Mango
34.8,19.0,30.6,21.73,61.85,5.9,141.29,Apple
30.2,43.0,23.6,25.78,76.57,6.58,57.03,Soybean
135.9,108.4,392.0,28.18,82.07,6.14,120.49,Banana
102.0,55.2,72.4,28.68,84.52,6.41,200.63,Rice
30.5,19.6,36.1,27.76,65.92,2.018929060415247,84.7,Mango
63.7,52.9,65.1,24.01,71.1,6.33,63.12,Tomato
30.3,77.2,32.4,20.26,63.33,6.51,29.17,Lentil
69.9,62.0,59.1,19.76,67.73,6.45,48.6,Onion
27.8,,29.6,15.01,74.28,6.94,49.06,Pea
90.7,56.7,76.7,27.73,65.84,6.45,99.3,Chili
130.5,89.1,448.6,27.85,80.41,6.09,147.88,Banana
121.6,98.6,388.0,29.01,82.1,5.79,132.9,Banana
59.7,48.8,51.9,21.16,60.95,6.5,67.94,Wheat
32.1,49.7,29.0,22.94,74.25,6.48,60.77,Soybean
110.0,64.4,59.6,28.2,84.69,6.86,228.23,Rice
69.6,69.3,58.4,19.22,89.56,5.1,56.42,Potato
37.2,76.4,29.2,22.2,64.7,6.76,36.33,Lentil
64.9,43.1,50.6,21.58,57.42,6.85,66.9,Wheat
106.9,111.4,386.9,26.92,79.12,6.05,153.83,Banana
58.6,45.9,50.0,17.91,60.62,6.98,75.1,Wheat
101.5,66.2,50.5,23.1,83.69,6.57,211.2,Rice
28.2,86.4,32.1,15.38,76.41,6.66,56.66,Pea
56.9,68.8,59.6,19.44,91.17,4.96,54.89,Potato
113.8,52.9,60.2,31.03,87.3,12.893756611695736,198.44,Rice
125.0,86.8,127.8,17.16,85.15,6.29,75.7,Cabbage
97.7,61.9,76.6,21.23,68.05,6.3,88.0,Maize
59.3,59.4,58.3,16.22,62.72,6.9,48.93,Mustard
134.0,101.2,417.1,28.24,79.8,5.86,138.9,Banana
71.1,54.5,76.2,23.5,65.28,6.29,94.42,Chili
121.5,110.1,388.1,27.54,81.47,5.86,123.7,Banana
95.5,40.6,83.5,20.67,63.28,5.83,91.78,Maize
51.7,35.6,31.2,30.11,54.49,6.35,53.98,Millet
128.9,109.9,390.6,28.44,80.94,6.15,140.52,Banana
64.8,26.6,29.7,28.75,49.94,5.77,62.48,Millet
64.1,74.1,63.0,19.85,71.65,6.43,46.27,Onion
27.3,74.3,29.3,18.66,67.67,7.2,29.08,Lentil
65.7,68.6,66.3,16.5,70.23,6.32,56.84,Garlic
86.0,76.5,106.7,26.53,81.81,6.65,109.96,Sugarcane
49.1,27.9,25.4,30.34,52.95,6.18,44.48,Millet
62.5,60.1,69.3,19.7,70.34,6.53,50.27,Onion
72.7,59.2,63.0,19.12,70.98,6.53,53.78,Onion
63.4,62.0,68.4,22.73,74.44,6.38,40.9,Onion
52.6,27.9,25.6,29.0,49.06,6.34,49.69,Millet
91.6,63.2,67.0,19.42,72.46,6.5,84.52,Maize
62.2,55.7,62.2,21.19,71.42,6.42,56.5,Onion
132.5,88.7,127.4,16.61,84.55,6.17,83.48,Cabbage
39.0,61.2,59.6,12.91,66.55,7.01,57.81,Mustard
29.7,25.6,34.1,31.26,62.53,6.07,105.52,Mango
27.1,77.6,35.2,16.36,74.04,6.89,45.2,Pea
32.2,14.9,37.1,19.78,63.42,5.83,131.75,Apple
75.2,41.6,43.0,23.32,57.23,6.61,73.77,Wheat
69.4,57.1,65.6,26.1,68.18,6.21,64.82,Tomato
27.6,20.0,34.1,30.28,57.42,6.72,96.78,Mango
56.0,31.7,31.2,29.72,48.65,6.53,39.2,Millet
141.7,99.1,395.4,26.29,79.25,6.14,160.85,Banana
91.5,80.9,93.5,27.95,81.29,7.37,137.0,Sugarcane
101.4,65.2,77.1,23.11,71.84,6.49,78.12,Maize
101.0,62.4,80.0,19.37,70.53,6.84,82.0,Maize
127.8,68.1,117.5,16.92,84.57,6.23,73.55,Cabbage
77.5,52.6,69.6,28.08,69.69,6.43,84.98,Chili
118.9,110.1,386.5,27.47,80.53,5.98,143.93,Banana
33.6,26.1,31.4,29.04,62.78,6.78,113.65,Mango
27.7,77.2,27.5,16.7,75.01,6.79,50.51,Pea
64.6,57.2,54.6,15.24,67.35,6.19,50.64,Garlic
27.6,74.3,35.1,15.41,75.64,6.47,54.77,Pea
118.6,91.0,134.3,16.96,83.21,6.23,74.48,Cabbage
62.6,56.9,63.7,23.19,79.34,6.34,45.22,Tomato
32.2,23.8,29.3,22.99,58.04,6.04,143.27,Apple
102.4,56.4,84.4,20.89,75.73,6.22,86.83,Maize
120.4,67.7,127.1,17.94,82.38,6.15,76.26,Cabbage
25.9,86.1,25.7,10.88,77.06,6.54,54.82,Pea
71.1,50.5,41.9,17.8,59.32,6.55,74.47,Wheat
63.2,53.4,68.2,17.66,68.43,6.97,56.81,Mustard
110.5,56.5,57.2,26.8,84.14,6.02,199.9,Rice
27.3,66.1,33.6,14.56,74.58,7.03,43.04,Pea
123.4,74.3,132.7,17.32,86.01,5.8,83.67,Cauliflower
28.9,15.5,31.2,32.95,58.41,6.73,105.8,Mango
59.0,74.1,61.9,17.24,71.4,6.29,39.99,Garlic
69.6,60.9,74.2,22.05,65.9,6.29,56.87,Tomato
67.2,54.9,80.7,27.87,80.05,6.39,103.21,Chili
96.1,73.4,101.8,28.77,89.84,6.66,91.12,Sugarcane
36.9,76.5,29.4,18.15,66.58,6.55,35.45,Lentil
65.2,64.5,55.8,17.15,69.64,6.52,41.26,Garlic
127.9,74.8,131.2,17.72,84.43,6.19,74.08,Cabbage
65.3,56.2,64.3,15.5,69.97,6.67,55.26,Garlic
124.9,79.5,116.8,,87.2,6.03,67.46,Cauliflower
138.6,102.5,403.2,28.26,84.97,5.81,128.73,Banana
54.4,49.9,47.0,17.23,61.23,6.86,43.47,Barley
60.1,47.2,58.5,17.47,65.96,6.75,52.14,Mustard
30.3,17.9,30.3,25.28,60.57,5.69,109.07,Mango
52.6,52.0,42.1,18.38,66.3,6.78,54.57,Mustard
26.5,80.8,26.8,20.71,67.48,6.71,38.04,Lentil
30.4,17.7,29.7,30.34,63.03,6.61,96.83,Mango
58.9,51.4,62.3,13.6,66.52,6.87,51.22,Mustard
87.5,70.0,82.2,30.68,81.99,7.37,105.92,Sugarcane
72.6,62.8,73.0,21.49,87.11,4.92,59.94,Potato
56.7,40.5,45.9,18.53,66.07,6.95,57.23,Barley
57.9,30.7,30.3,29.34,50.91,6.12,55.86,Millet
51.4,47.0,44.4,19.86,63.6,6.28,62.4,Barley
73.1,69.7,69.7,20.62,84.71,5.1,63.23,Potato
31.7,41.9,35.4,23.72,73.81,6.53,55.84,Soybean
57.2,62.5,66.4,19.26,70.49,6.46,52.15,Onion
54.8,50.8,43.3,20.71,63.99,6.41,69.09,Wheat
60.8,63.7,63.9,23.33,68.8,6.23,69.56,Tomato
67.7,31.8,45.0,20.55,63.08,6.5,75.71,Wheat
50.0,26.1,31.1,29.95,45.63,6.12,43.19,Millet
95.0,57.2,67.7,27.78,83.9,6.48,208.3,Rice
68.5,51.6,53.8,15.83,64.06,6.95,58.58,Mustard
93.2,58.3,48.9,28.5,89.12,6.13,264.35,Rice
53.2,61.4,47.0,13.65,66.38,6.66,45.37,Mustard
62.3,42.3,49.2,18.16,60.74,7.05,70.72,Wheat
27.7,16.0,29.3,28.53,61.99,6.48,105.23,Mango
105.8,69.0,62.8,32.19,85.57,5.94,180.53,Rice
102.2,64.0,99.2,27.8,85.64,7.14,109.56,Sugarcane
35.2,39.4,24.2,26.84,62.42,6.47,65.39,Soybean
28.6,86.7,28.8,19.54,67.35,6.88,44.43,Lentil
46.3,47.2,41.2,14.29,62.55,6.99,55.11,Barley
120.0,73.4,134.7,17.37,85.86,6.28,78.19,Cabbage
66.2,66.1,63.6,19.91,69.28,6.59,50.5,Onion
132.8,81.5,131.1,17.8,82.94,6.18,73.39,Cabbage
89.2,64.7,95.3,29.01,81.52,7.18,116.33,Sugarcane
103.8,58.6,62.5,25.99,87.72,6.21,254.19,Rice
28.3,10.5,25.3,30.65,60.1,7.02,112.88,Mango
53.5,54.2,47.0,17.03,65.18,6.92,66.1,Barley
69.6,65.9,71.0,14.74,71.8,6.37,51.2,Garlic
82.6,53.5,80.7,31.5,70.81,6.34,91.8,Chili
126.1,61.3,120.1,18.67,86.64,6.21,72.83,Cabbage
134.8,104.3,421.0,27.66,81.39,6.15,131.08,Banana
25.1,81.9,37.4,59.262168891690386,67.62,6.56,38.4,Lentil
82.2,55.6,70.9,,65.67,6.8,109.93,Chili
28.8,75.6,32.7,13.05,74.76,6.42,48.27,Pea
67.1,72.5,-2.7904585736589063,21.1,71.88,6.25,49.09,Onion
29.3,18.7,32.9,29.86,67.52,6.55,95.41,Mango
55.9,46.4,35.4,19.89,55.44,7.25,82.59,Wheat
52.4,43.5,46.2,18.08,61.29,6.7,89.63,Wheat
54.7,28.2,29.6,32.47,45.38,6.05,48.18,Millet
68.5,61.6,52.4,21.27,70.61,6.44,55.62,Onion
96.4,54.8,61.3,25.05,88.52,5.82,250.73,Rice
117.2,73.0,115.7,17.52,83.04,5.93,79.51,Cauliflower
26.2,92.3,209.40713174368727,18.54,,7.18,42.64,Lentil
135.7,84.9,132.2,16.05,87.52,5.87,72.45,Cauliflower
36.0,76.1,33.6,14.47,72.64,6.52,53.96,Pea
28.2,15.1,35.6,21.11,59.02,5.93,119.82,Apple
64.4,55.4,60.2,21.49,80.65,5.22,61.74,Potato
67.5,67.3,66.8,17.8,73.23,6.58,53.62,Onion
143.4,81.4,126.2,17.22,83.44,6.36,84.37,Cabbage
124.5,84.0,124.8,17.05,86.88,6.26,76.71,Cabbage
57.4,29.5,24.5,28.29,51.59,5.83,47.35,Millet
58.3,50.7,69.8,25.05,68.72,6.38,63.26,Tomato
61.7,57.0,59.6,15.4,66.04,6.42,43.99,Garlic
67.4,51.2,60.9,26.58,69.74,6.44,57.96,Tomato
57.4,25.9,32.4,32.24,51.35,5.8,63.63,Millet
22.8,80.7,32.8,14.37,76.56,7.24,46.9,Pea
28.0,79.1,33.6,15.04,75.73,6.91,48.25,Pea
31.1,16.3,27.6,20.14,57.58,5.95,136.45,Apple
115.7,96.0,396.7,28.79,83.03,6.23,151.47,Banana
30.2,16.9,20.1,22.35,62.4,6.09,131.9,Apple
91.5,61.4,87.1,21.94,74.5,6.66,98.86,Maize
126.2,78.9,423.6,28.17,79.92,6.0,146.58,Banana
58.4,55.0,51.3,16.05,68.04,6.79,61.65,Mustard
65.3,39.7,41.4,17.86,63.26,6.22,84.61,Wheat
66.1,35.7,48.0,20.5,62.13,7.01,78.06,Wheat
128.0,70.6,119.2,19.45,85.6,6.17,73.94,Cauliflower
57.0,59.2,48.2,15.47,67.48,7.17,62.08,Mustard
100.3,60.3,55.3,25.84,83.99,6.69,193.9,Rice
66.4,56.4,53.0,19.49,63.69,6.22,56.77,Mustard
56.4,37.1,33.5,30.07,52.1,6.18,47.74,Millet
30.0,74.9,25.4,21.9,64.36,6.79,38.69,Lentil
54.4,31.4,23.0,32.2,38.55,6.14,36.7,Millet
116.8,96.2,136.4,17.66,87.64,6.2,75.41,Cauliflower
123.9,106.6,431.1,27.08,82.92,5.74,124.86,Banana
31.8,23.0,30.7,28.73,58.83,6.51,102.08,Mango
91.2,60.4,103.0,30.63,77.63,7.33,102.37,Sugarcane
68.5,57.0,63.6,19.79,88.68,4.83,60.55,Potato
64.7,27.1,27.9,31.21,49.92,6.26,50.32,Millet
101.4,53.9,91.5,21.55,69.86,12.469181972338212,80.07,Maize
123.7,87.1,384.0,-4.603855289173814,79.11,6.0,149.87,Banana
120.5,98.5,365.7,27.21,83.5,6.05,128.89,Banana
139.0,79.8,127.8,17.54,84.33,6.25,65.19,Cabbage
69.5,52.9,74.0,28.45,70.56,6.72,94.46,Chili
29.2,38.4,30.6,23.58,72.22,6.87,52.38,Soybean
108.0,66.4,80.3,22.84,73.58,6.44,92.53,Maize
78.0,47.1,85.3,28.39,73.62,6.44,106.34,Chili
26.7,88.8,37.4,17.19,63.19,6.94,39.64,Lentil
116.3,83.5,124.4,16.38,82.47,6.17,84.1,Cabbage
64.0,57.3,65.1,19.58,70.85,6.51,47.25,Onion
68.0,53.1,64.0,27.12,74.32,6.36,55.79,Tomato
63.1,65.5,67.6,19.98,68.76,6.35,51.07,Onion
27.3,24.1,27.2,28.9,58.95,6.38,106.02,Mango
25.9,84.6,31.2,18.33,62.91,6.7,32.48,Lentil
27.6,71.1,30.5,18.82,63.96,6.79,31.11,Lentil
27.1,20.0,30.1,28.36,58.76,6.42,106.75,Mango
101.8,61.7,85.6,25.44,82.33,7.14,121.75,Sugarcane
52.7,31.1,28.7,29.93,42.85,6.48,34.37,Millet
29.8,77.1,33.8,13.97,73.06,6.76,44.24,Pea
50.0,44.1,36.8,22.01,62.59,6.87,87.68,Wheat
89.9,70.3,72.0,25.97,86.53,6.32,233.36,Rice
71.2,60.8,68.9,31.98,66.19,6.53,78.71,Chili
31.1,82.3,26.1,18.26,66.57,6.6,35.44,Lentil
91.4,66.2,92.7,29.35,86.03,6.79,113.74,Sugarcane
67.0,61.0,62.7,19.71,83.66,4.93,58.0,Potato
68.1,72.4,59.9,22.65,88.21,5.1,58.67,Potato
30.1,15.5,26.2,29.53,58.65,6.06,85.88,Mango
73.0,56.1,57.9,25.61,70.82,6.32,63.82,Tomato
63.4,55.6,63.8,25.2,74.29,6.38,52.25,Tomato
28.6,21.8,28.8,19.33,58.42,5.82,143.56,Apple
57.2,32.4,24.3,30.47,47.35,6.35,49.21,Millet
60.4,44.8,40.8,20.96,54.05,6.66,77.51,Wheat
115.9,104.2,378.0,27.48,80.85,5.83,120.57,Banana
94.5,68.2,93.7,25.18,86.48,7.29,124.55,Sugarcane
110.9,50.5,57.1,27.83,91.1,5.89,254.08,Rice
56.7,38.3,50.5,15.61,59.0,6.22,53.42,Barley
67.7,58.8,72.2,16.9,85.79,5.09,61.37,Potato
62.3,49.5,48.4,14.38,69.44,6.87,53.65,Mustard
51.3,39.3,40.9,15.93,59.38,6.77,56.96,Barley
28.8,13.7,40.5,29.23,63.46,6.09,108.3,Mango
84.6,64.0,99.6,26.29,81.75,6.46,114.84,Sugarcane
76.4,41.9,37.3,16.87,62.38,6.28,71.9,Wheat
61.0,62.0,66.5,16.31,69.3,6.46,37.73,Garlic
26.2,49.3,30.9,27.19,69.95,6.36,54.29,Soybean
31.3,25.8,34.5,20.77,61.58,5.95,167.4,Apple
52.5,57.0,63.1,19.63,65.94,7.44,51.34,Mustard
99.9,59.6,81.6,22.63,72.66,6.58,76.24,Maize
124.6,92.6,346.0,28.34,80.41,5.89,153.68,Banana
96.1,65.9,80.0,23.09,66.81,6.28,81.18,Maize
113.6,99.9,439.7,29.17,79.78,6.01,169.48,Banana
30.2,28.2,29.9,20.79,62.89,5.94,141.14,Apple
141.6,84.3,132.2,17.71,85.61,6.12,74.63,Cabbage
68.8,63.8,68.6,18.35,68.95,6.66,57.43,Onion
56.6,66.3,59.1,14.2,70.34,6.58,45.2,Garlic
35.1,89.6,30.4,19.14,67.28,6.58,38.45,Lentil
74.0,65.9,66.1,20.54,69.76,6.64,51.19,Onion
62.2,31.5,34.8,30.9,,6.3,62.7,Millet
,85.1,100.3,18.61,84.74,6.26,553.4629395299352,Cabbage
32.9,20.0,27.1,20.23,58.27,5.7,126.62,Apple
72.4,54.8,45.0,21.69,64.47,6.56,70.96,Wheat
126.9,104.1,375.9,27.61,78.73,5.86,149.25,Banana
117.8,66.0,126.2,16.46,84.72,5.91,73.97,Cauliflower
52.8,49.6,45.6,14.94,63.52,6.95,57.4,Barley
87.3,75.3,79.4,29.51,79.75,7.42,114.52,Sugarcane
100.1,57.8,78.9,22.82,66.69,6.2,73.43,Maize
100.5,51.4,51.4,26.66,91.67,6.19,187.42,Rice
32.9,75.7,32.0,16.19,73.73,6.81,49.19,Pea
27.7,19.5,30.9,20.01,58.62,6.02,140.62,Apple
53.6,30.0,30.3,32.08,46.81,5.92,55.02,Millet
50.2,43.5,42.6,13.98,66.42,6.6,53.85,Barley
56.7,58.7,62.7,19.6,68.51,6.31,57.55,Onion
33.1,88.1,32.4,20.55,62.95,6.79,39.99,Lentil
69.7,54.0,61.1,24.81,68.87,6.66,51.83,Tomato
29.9,36.3,30.1,27.02,68.0,6.57,57.84,Soybean
34.0,17.8,28.5,23.31,57.65,6.12,147.49,Apple
34.9,84.6,34.1,18.28,64.46,6.86,42.34,Lentil
56.0,43.8,52.1,14.12,71.51,6.71,60.58,Barley
107.6,68.8,59.2,22.2,85.98,6.57,224.43,Rice
126.0,76.3,134.9,18.89,87.11,6.24,73.21,Cauliflower
58.6,63.0,69.0,13.23,71.31,6.44,43.88,Garlic
34.5,44.1,34.5,24.68,72.83,6.13,63.06,Soybean
34.6,23.5,32.8,21.55,58.8,5.76,137.32,Apple
56.5,55.8,51.4,20.49,65.22,6.7,54.58,Mustard
109.2,59.0,60.8,27.07,87.54,5.98,189.0,Rice
33.1,79.4,29.8,14.36,77.28,7.02,50.39,Pea
55.0,28.5,26.4,29.39,46.32,5.8,66.36,Millet
64.8,64.2,59.5,18.63,73.18,6.34,44.96,Onion
59.5,40.2,42.4,16.94,61.56,6.67,54.82,Barley
55.2,66.1,65.3,20.36,69.85,6.57,47.13,Onion
70.2,59.4,65.1,13.53,67.82,6.63,43.45,Garlic
75.2,62.4,78.5,25.39,68.83,6.32,102.85,Chili
31.6,23.5,30.7,21.48,60.52,6.11,118.97,Apple
123.4,77.3,114.0,17.94,87.2,6.43,76.93,Cauliflower
119.2,92.0,129.8,14.45,84.19,5.77,71.0,Cauliflower
55.0,61.5,67.5,21.07,85.8,5.07,58.01,Potato
69.0,67.7,61.9,15.13,71.33,6.64,44.14,Garlic
132.4,86.0,132.9,17.82,87.3,6.28,83.57,Cabbage
72.3,63.0,62.2,21.16,68.86,6.55,50.21,Onion
52.7,46.1,39.0,13.7,67.85,6.78,58.23,Barley
214.74618851925732,51.6,45.8,16.75,61.88,6.8,53.79,Barley
122.5,81.2,123.1,15.9,84.03,6.31,82.19,Cabbage
52.6,67.5,72.6,20.19,84.92,5.05,65.9,Potato
107.5,60.6,75.0,23.99,69.28,6.51,81.02,Maize
29.9,88.2,33.8,19.29,62.86,6.64,35.55,Lentil
103.9,61.9,55.8,26.98,86.27,6.1,246.24,Rice
112.4,61.5,77.7,20.08,69.12,6.33,93.0,Maize
129.6,79.3,126.2,18.25,86.55,6.03,73.64,Cabbage
125.2,81.6,127.6,18.46,83.17,6.1,78.78,Cauliflower
103.3,64.2,67.4,28.52,86.9,6.42,272.5,Rice
66.7,61.0,59.9,16.56,90.55,5.06,60.52,Potato
97.2,75.7,113.2,17.83,84.52,6.25,64.61,Cabbage
109.9,90.2,113.7,17.07,87.23,5.96,69.01,Cauliflower
31.9,73.3,29.5,12.97,75.31,6.55,47.81,Pea
64.4,73.0,68.4,20.51,86.5,5.04,64.69,Potato
